item_id,repost_cnt,like_cnt,comment_cnt,is_origin
5120120010311746,1031,329,405,0
5120120010311746,1031,329,405,0
5120120013980931,0,20,23,0
5120120013980931,0,20,23,0
5120120441539004,5,26,14,0
5120120441539004,5,26,14,0
5120120716525615,2,54,16,0
5120120716525615,2,54,16,0
5120122375899469,72,51,53,0
5120122375899469,72,51,53,0
5120122983029845,32,129,44,0
5120122983029845,32,129,44,0
5120127412472512,1,9,12,0
5120127412472512,1,9,12,0
5120303645072864,0,0,193,0
5120303645072864,0,0,193,0
5120303645072864,0,0,193,0
5120303645072864,0,0,193,0
5120525346541840,1,11,8,0
5120525346541840,1,11,8,0
5121214483268901,47,55,15,0
5121214483268901,47,55,15,0
5121221841127364,70,65,11,0
5121221841127364,70,65,11,0
5121657511092826,4,193,24,0
5121657511092826,4,193,24,0
5121667938657790,0,42,4,0
5121667938657790,0,42,4,0
5121686599379532,1,163,68,0
5121686599379532,1,163,68,0
5121690397061003,20,204,34,0
5121690397061003,20,204,34,0
5121708495482841,11,196,24,0
5121708495482841,11,196,24,0
5121714071544245,1,101,34,0
5121714071544245,1,101,34,0
5121718152343153,0,228,3,0
5121718152343153,0,228,3,0
5121726321271776,0,0,4,0
5121726321271776,0,0,4,0
5121726321271776,0,0,4,0
5121726321271776,0,0,4,0
5121726321271776,0,0,4,0
5121726952777111,3,87,4,0
5121726952777111,3,87,4,0
5121746808614105,5,118,3,0
5121746808614105,5,118,3,0
5121747896511235,2,255,9,0
5121747896511235,2,255,9,0
5121754350234972,0,157,28,0
5121754350234972,0,157,28,0
5121761641506772,5,528,94,0
5121761641506772,5,528,94,0
5123454206476853,3,20,11,0
5123454206476853,3,20,11,0
5123456440468286,1,110,28,0
5123456440468286,1,110,28,0
5123456823727490,0,65,10,0
5123456823727490,0,65,10,0
5123457248924029,12,83,105,0
5123457248924029,12,83,105,0
5123458382169215,0,63,10,0
5123458382169215,0,63,10,0
5123458550204109,3,68,5,0
5123458550204109,3,68,5,0
5123462700204964,0,43,12,0
5123462700204964,0,43,12,0
5123464014857446,2,242,11,0
5123464014857446,2,242,11,0
5123464811250609,1,48,3,0
5123464811250609,1,48,3,0
5123465494925750,12,670,19,0
5123465494925750,12,670,19,0
5123468825725562,0,57,3,0
5123468825725562,0,57,3,0
5123469039370849,66,1249,58,0
5123469039370849,66,1249,58,0
5123475222036685,7,170,48,0
5123475222036685,7,170,48,0
5123478555988901,5,86,14,0
5123478555988901,5,86,14,0
5123503611445830,650,3663,356,0
5123503611445830,650,3663,356,0
5123506587042555,46,1432,59,0
5123506587042555,46,1432,59,0
5123515216825657,2,276,21,0
5123515216825657,2,276,21,0
5123515667710545,1,43,3,0
5123515667710545,1,43,3,0
5123515667710545,1,43,3,0
5123520820414874,2,206,147,0
5123520820414874,2,206,147,0
5123542494743081,43,927,42,0
5123542494743081,43,927,42,0
5123552280053433,0,42,7,0
5123552280053433,0,42,7,0
5123557220684933,171,187,12,0
5123557220684933,171,187,12,0
5123560051578774,2,21,16,0
5123560051578774,2,21,16,0
5123563226667222,17,188,56,0
5123563226667222,17,188,56,0
5123566024266206,2,130,5,0
5123566024266206,2,130,5,0
5123571527979715,0,168,73,0
5123571527979715,0,168,73,0
5123581434138250,5,291,257,0
5123581434138250,5,291,257,0
5123587245605255,0,31,156,0
5123587245605255,0,31,156,0
5123593185004444,6,397,20,0
5123593185004444,6,397,20,0
5123594257170691,2,155,9,0
5123594257170691,2,155,9,0
5123736248254990,0,16,3,0
5123736248254990,0,16,3,0
5124459702784362,3,169,26,0
5124459702784362,3,169,26,0
5124462101922364,0,79,19,0
5124462101922364,0,79,19,0
5124464685878365,0,16,10,0
5124464685878365,0,16,10,0
5125383896696907,21,1018,44,0
5125383896696907,21,1018,44,0
5125613993857005,16,635,15,0
5125613993857005,16,635,15,0
5125764346809532,2,344,49,0
5125764346809532,2,344,49,0
5126130895430172,0,4,148,0
5126130895430172,0,4,148,0
5126305613357533,1,57,104,0
5126305613357533,1,57,104,0
5126448791167859,29,1321,53,0
5126448791167859,29,1321,53,0
5127848230922125,1,13,8,0
5127848230922125,1,13,8,0
5127848230922125,1,13,8,0
5127848230922125,1,13,8,0
5127848230922125,1,13,8,0
5127931392696809,5,238,10,0
5127931392696809,5,238,10,0
5128122746278849,1,26,3,0
5128122746278849,1,26,3,0
5128129431470186,35,263,9,0
5128129431470186,35,263,9,0
5128154173149291,4,1074,24,0
5128154173149291,4,1074,24,0
5130103099756153,3,20,17,0
5130103099756153,3,20,17,0
5130106755878382,14,200,7,0
5130106755878382,14,200,7,0
5130110669160757,1,54,36,0
5130110669160757,1,54,36,0
5130114069172785,8,294,28,0
5130114069172785,8,294,28,0
5130115881112161,9,143,9,0
5130115881112161,9,143,9,0
5130137237197466,7,74,29,0
5130137237197466,7,74,29,0
5130238167877780,2,240,16,0
5130238167877780,2,240,16,0
5130247286293155,1,127,21,0
5130247286293155,1,127,21,0
5130250646982460,2,183,19,0
5130250646982460,2,183,19,0
5130256233793290,241,408,307,0
5130256233793290,241,408,307,0
5130264401412968,10,1109,13,0
5130264401412968,10,1109,13,0
5130290496799615,4,405,79,0
5130290496799615,4,405,79,0
5130294909471636,2,103,9,0
5130294909471636,2,103,9,0
5130314550347309,5,250,47,0
5130314550347309,5,250,47,0
5130328911643909,1,230,19,0
5130328911643909,1,230,19,0
5130346767581563,0,22,108,0
5130346767581563,0,22,108,0
5130383756891483,0,34,6,0
5130383756891483,0,34,6,0
5131088750182692,5,32,11,0
5131088750182692,5,32,11,0
5131108079634046,251,975,294,0
5131108079634046,251,975,294,0
5132822795519701,50,453,70,0
5132822795519701,50,453,70,0
5133226325317437,10,19,3,0
5133226325317437,10,19,3,0
5133652640140605,0,14,8,0
5133652640140605,0,14,8,0
5138043741931067,1,243,21,0
5138043741931067,1,243,21,0
5138045628845853,1,218,11,0
5138045628845853,1,218,11,0
5138046748459312,2,199,30,0
5138046748459312,2,199,30,0
5138063539047332,0,54,16,0
5138063539047332,0,54,16,0
5138087395984503,8,150,4,0
5138087395984503,8,150,4,0
5138091028253540,5,71,3,0
5138091028253540,5,71,3,0
5138215091832006,0,26,23,0
5138215091832006,0,26,23,0
5138263007561494,0,508,67,0
5138263007561494,0,508,67,0
5138273207845996,0,58,4,0
5138273207845996,0,58,4,0
5138332968027383,0,23,17,0
5138332968027383,0,23,17,0
5138352681780681,0,132,22,0
5138352681780681,0,132,22,0
5139539217097104,0,15,112,0
5139539217097104,0,15,112,0
5140592272346258,0,12,3,0
5140592272346258,0,12,3,0
5140755044632954,0,24,4,0
5140755044632954,0,24,4,0
5141526977449735,0,34,133,0
5141526977449735,0,34,133,0
5143398977900599,1,34,117,0
5143398977900599,1,34,117,0
5145242506104787,5,263,13,0
5145242506104787,5,263,13,0
5146278397742249,17104,11344,8169,0
5146278397742249,17104,11344,8169,0
5147662464061147,0,1,53,0
5147662464061147,0,1,53,0
5147662464061147,0,1,53,0
5147662464061147,0,1,53,0
5147857313858980,988,894,831,0
5147857313858980,988,894,831,0
5147874858631818,5,91,22,0
5147874858631818,5,91,22,0
5147879912245223,8,12,116,0
5147879912245223,8,12,116,0
5147943017120262,0,4,9,0
5147943017120262,0,4,9,0
5147962301743667,0,1,4,0
5147962301743667,0,1,4,0
5147963001668474,0,5,3,0
5147963001668474,0,5,3,0
5147972406346242,0,0,3,0
5147972406346242,0,0,3,0
5147981095896670,0,0,127,0
5147981095896670,0,0,127,0
5147988802142695,10,11,18,0
5147988802142695,10,11,18,0
5147990160573221,0,13,21,0
5147990160573221,0,13,21,0
5147990961160370,12,19,33,0
5147990961160370,12,19,33,0
5147994329188227,0,5,6,0
5147994329188227,0,5,6,0
5147998916969212,1,22,21,0
5147998916969212,1,22,21,0
5148001949715743,2,3,3,0
5148001949715743,2,3,3,0
5148004894377195,0,0,216,0
5148004894377195,0,0,216,0
5148004991634351,1,1,5,0
5148004991634351,1,1,5,0
5148013962987811,0,37,48,0
5148013962987811,0,37,48,0
5148014445858839,0,1,115,0
5148014445858839,0,1,115,0
5148016311271867,1,37,69,0
5148016311271867,1,37,69,0
5148016377857926,0,0,218,0
5148016377857926,0,0,218,0
5148022027585011,5,4,3,0
5148022027585011,5,4,3,0
5148025774933697,71,64,67,0
5148025774933697,71,64,67,0
5148027740488377,8,11,91,0
5148027740488377,8,11,91,0
5148030252878330,0,1,3,0
5148030252878330,0,1,3,0
5148033109197167,0,0,217,0
5148033109197167,0,0,217,0
5148034380596678,3,3,114,0
5148034380596678,3,3,114,0
5148034598701297,9,9,115,0
5148034598701297,9,9,115,0
5148042233118892,0,5,5,0
5148042233118892,0,5,5,0
5148043625107233,0,8,13,0
5148043625107233,0,8,13,0
5148044802654780,0,8,113,0
5148044802654780,0,8,113,0
5148045572049091,1,4,8,0
5148045572049091,1,4,8,0
5148051522979159,0,0,110,0
5148051522979159,0,0,110,0
5148075166269950,0,0,204,0
5148075166269950,0,0,204,0
5148086091648078,22,36,9,0
5148086091648078,22,36,9,0
5148092023701824,0,2,10,0
5148092023701824,0,2,10,0
5148092660974664,1,1,4,0
5148092660974664,1,1,4,0
5148094854332495,3,16,14,0
5148094854332495,3,16,14,0
5148103138348754,2,3,8,0
5148103138348754,2,3,8,0
5148140123980721,94,86,27,0
5148140123980721,94,86,27,0
5148142165035289,5,70,16,0
5148142165035289,5,70,16,0
5148156140454902,1163,1041,975,0
5148156140454902,1163,1041,975,0
5148177570990196,0,1,111,0
5148177570990196,0,1,111,0
5148177570990196,0,1,111,0
5148177570990196,0,1,111,0
5148186974098482,0,1,3,0
5148186974098482,0,1,3,0
5148202912973148,1,1,4,0
5148202912973148,1,1,4,0
5148202974838979,1,1,4,0
5148202974838979,1,1,4,0
5148204854940152,0,2,66,0
5148204854940152,0,2,66,0
5148205373722279,0,10,13,0
5148205373722279,0,10,13,0
5148207961868164,0,3,116,0
5148207961868164,0,3,116,0
5148207961868164,0,3,116,0
5148207961868164,0,3,116,0
5148207961868164,0,3,116,0
5148209980382123,2,1,6,0
5148209980382123,2,1,6,0
5148209980382123,2,1,6,0
5148209980382123,2,1,6,0
5148209980382123,2,1,6,0
5148212822805253,1,1,3,0
5148212822805253,1,1,3,0
5148214996763219,0,91,65,0
5148214996763219,0,91,65,0
5148222936582187,2,5,102,0
5148222936582187,2,5,102,0
5148228534669252,0,2,4,0
5148228534669252,0,2,4,0
5150334875863695,0,3,3,0
5150334875863695,0,3,3,0
5154292256738531,5,23,5,0
5154292256738531,5,23,5,0
5154311392207970,0,11,5,0
5154311392207970,0,11,5,0
5154677286506198,0,76,7,0
5154677286506198,0,76,7,0
5154758503967116,0,8,231,0
5154758503967116,0,8,231,0
5157307893681658,29,44,17,0
5157307893681658,29,44,17,0
5158801037328484,37,36,27,0
5158801037328484,37,36,27,0
5159135218761988,0,60,14,0
5159135218761988,0,60,14,0
5159358426514042,0,53,50,0
5159358426514042,0,53,50,0
5160419322495207,55,2574,219,0
5160419322495207,55,2574,219,0
5160697008753094,0,8,3,0
5160697008753094,0,8,3,0
5160697008753094,0,8,3,0
5161968881379350,10,1271,162,0
5161968881379350,10,1271,162,0
5162011147635239,0,78,5,0
5162011147635239,0,78,5,0
5162342175476881,23,13268,461,0
5162342175476881,23,13268,461,0
5163047116343542,5,111,16,0
5163047116343542,5,111,16,0
5163088262206362,1,3,118,0
5163088262206362,1,3,118,0
5163125985247545,0,73,4,0
5163125985247545,0,73,4,0
5163259960232637,0,28,40,0
5163259960232637,0,28,40,0
5163578123094070,9,93,53,0
5163578123094070,9,93,53,0
5163961160045637,0,58,11,0
5163961160045637,0,58,11,0
5164176294545237,0,253,8,0
5164176294545237,0,253,8,0
5164379432029103,46,43,44,0
5164379432029103,46,43,44,0
5164395027502683,0,64,37,0
5164395027502683,0,64,37,0
5165047544021155,0,5,124,0
5165047544021155,0,5,124,0
5165577409661236,0,0,114,0
5165577409661236,0,0,114,0
5165577409661236,0,0,114,0
5165780472168784,11,702,38,0
5165780472168784,11,702,38,0
5165784905286848,0,98,52,0
5165784905286848,0,98,52,0
5165798520788982,0,7,6,0
5165798520788982,0,7,6,0
5165990778242036,0,1,117,0
5165990778242036,0,1,117,0
5166019136979772,11,60,8,0
5166019136979772,11,60,8,0
5166588883634047,26,30,30,0
5166588883634047,26,30,30,0
5167659063967812,12,63,11,0
5167659063967812,12,63,11,0
5167805504947473,0,3,125,0
5167805504947473,0,3,125,0
5168393544014859,2,24,10,0
5168393544014859,2,24,10,0
5168696067624483,0,3,117,0
5168696067624483,0,3,117,0
5168903705592297,0,10,80,0
5168903705592297,0,10,80,0
5169063920665516,1,50,8,0
5169063920665516,1,50,8,0
5169064306804013,17,567,45,0
5169064306804013,17,567,45,0
5169085130476492,114,2155,204,0
5169085130476492,114,2155,204,0
5169219952967990,10,19,13,0
5169219952967990,10,19,13,0
5169277785080854,1,76,18,0
5169277785080854,1,76,18,0
5169567804425540,0,4,120,0
5169567804425540,0,4,120,0
5169665414529450,10,58,7,0
5169665414529450,10,58,7,0
5169669687739323,1,79,11,0
5169669687739323,1,79,11,0
5169877976615335,0,0,31,0
5169877976615335,0,0,31,0
5171028753915403,0,16,144,0
5171028753915403,0,16,144,0
5171249899898039,5,69,13,0
5171249899898039,5,69,13,0
5171650950595286,1,12,53,0
5171650950595286,1,12,53,0
5172339814960572,0,5,88,0
5172339814960572,0,5,88,0
5172339814960572,0,5,88,0
5172738017726206,0,124,16,0
5172738017726206,0,124,16,0
5172847602828544,0,40,3,0
5172847602828544,0,40,3,0
5172847602828544,0,40,3,0
5173326794195323,1,75,4,0
5173326794195323,1,75,4,0
5173331986481383,9,68,11,0
5173331986481383,9,68,11,0
5173758509452690,0,25,20,0
5173758509452690,0,25,20,0
5173798921044442,0,67,5,0
5173798921044442,0,67,5,0
5173798921044442,0,67,5,0
5174700411454095,10,63,6,0
5174700411454095,10,63,6,0
5175592397049166,7,457,196,0
5175592397049166,7,457,196,0
5175623987498606,2,60,18,0
5175623987498606,2,60,18,0
5176355173960930,0,35,12,0
5176355173960930,0,35,12,0
5176363268705557,5,489,31,0
5176363268705557,5,489,31,0
5176364358962778,0,20,5,0
5176364358962778,0,20,5,0
5176368737289375,43,333,10,0
5176368737289375,43,333,10,0
5176370994874761,1,61,70,0
5176370994874761,1,61,70,0
5176680693368705,0,56,134,0
5176680693368705,0,56,134,0
5176683634101338,0,14,16,0
5176683634101338,0,14,16,0
5176705023218015,27,501,49,0
5176705023218015,27,501,49,0
5176729314266630,70,524,70,0
5176729314266630,70,524,70,0
5176732717940898,8,216,8,0
5176732717940898,8,216,8,0
5177226338509558,0,54,19,0
5177226338509558,0,54,19,0
5177588726113629,0,51,209,0
5177588726113629,0,51,209,0
5177588726113629,0,51,209,0
5177591677854012,1,110,17,0
5177591677854012,1,110,17,0
5178124154963365,7,174,3,0
5178124154963365,7,174,3,0
5178178794687758,285,814,71,0
5178178794687758,285,814,71,0
5178835643663941,0,14,4,0
5178835643663941,0,14,4,0
5179090702697281,0,2,70,0
5179090702697281,0,2,70,0
5179090702697281,0,2,70,0
5179895281878907,4,48,136,0
5179895281878907,4,48,136,0
5180271638612925,0,5,121,0
5180271638612925,0,5,121,0
5180739593175622,13,16,4,0
5180739593175622,13,16,4,0
5181131525459068,12,87,109,0
5181131525459068,12,87,109,0
5181677489881899,0,1,62,0
5181677489881899,0,1,62,0
5181748595393608,1500,0,40,0
5181748595393608,1500,0,40,0
5181754790642697,0,37,7,0
5181754790642697,0,37,7,0
5182105363677211,3,5,3,0
5182105363677211,3,5,3,0
5182107206815083,0,23,18,0
5182107206815083,0,23,18,0
5182194054333185,4,244,7,0
5182194054333185,4,244,7,0
5182282375636305,0,54,21,0
5182282375636305,0,54,21,0
5183174687850854,16,299,38,0
5183174687850854,16,299,38,0
5183174687850854,16,299,38,0
5183268632661251,0,69,13,0
5183268632661251,0,69,13,0
5183594159147210,0,58,64,0
5183594159147210,0,58,64,0
5186444622823942,0,60,3,0
5186444622823942,0,60,3,0
5189653961114475,0,68,26,0
5189653961114475,0,68,26,0
5189653961114475,0,68,26,0
5190391906436227,0,62,5,0
5190391906436227,0,62,5,0
5191359730551829,1,10,124,0
5191359730551829,1,10,124,0
5193716872776180,4,46,6,0
5193716872776180,4,46,6,0
5197492673062975,0,353,24,0
5197492673062975,0,353,24,0
5197492673062975,0,353,24,0
5197492673062975,0,353,24,0
5199651403468774,1611,1023,39,0
5199651403468774,1611,1023,39,0
5201111690512281,1,66,11,0
5201111690512281,1,66,11,0
5208205577163082,24,22,23,0
5208205577163082,24,22,23,0
5210332830108293,78,2242,50,0
5210332830108293,78,2242,50,0
5211653294794331,0,62,6,0
5211653294794331,0,62,6,0
5213774728134953,4,4,3,0
5213774728134953,4,4,3,0
5215120064252975,1544,7074,1710,0
5215120064252975,1544,7074,1710,0
5216345945802320,0,6,4,0
5216345945802320,0,6,4,0
5216534768125436,310,141,195,0
5216534768125436,310,141,195,0
5216601696898562,68,37,42,0
5216601696898562,68,37,42,0
